chip,bbox
17e25,"[87.78953808020454, 25.481897637657276, 87.81516099653385, 25.505152746462837]"
b2eed,"[82.63148046126827, 27.415966261604716, 82.65771336430946, 27.439374030088985]"
8686b,"[83.26528736094657, 19.27171420808835, 83.28995239300468, 19.29513523726988]"
e51df,"[81.67312116665826, 27.377844324711965, 81.6991542400914, 27.401081902705627]"
b9454,"[83.38666585606927, 19.24703319609553, 83.41134169507906, 19.27046805751154]"
1fc67,"[82.60592659107371, 27.439374030088985, 82.63216030521676, 27.46277750536141]"
c385e,"[81.28568425414178, 27.725914582860128, 81.31172101337114, 27.74908110421879]"
21999,"[87.2037979188355, 25.507100153994347, 87.2293164299315, 25.530255602260695]"
6d0aa,"[87.4074368874511, 25.4604049939673, 87.43298389463058, 25.48359540563559]"
676e8,"[83.36365534933093, 19.33981461071755, 83.38834383527333, 19.363248028072128]"
edae7,"[81.49449646503265, 27.956385358771538, 81.52063264943439, 27.979590446620907]"
53bb3,"[76.64443255758246, 24.66570335180155, 76.67003099611607, 24.68909339781437]"
bc3c4,"[82.5017230976456, 27.394341538982054, 82.5279252765353, 27.417726520744633]"
78699,"[87.53506411336902, 25.529325161566867, 87.56064990575065, 25.552537307429795]"
2e09a,"[76.67064785683074, 24.734751144261192, 76.69626572910227, 24.758145825279257]"
a28fe,"[82.37430149436045, 27.55743196421962, 82.40051881406876, 27.580795468740376]"
394e8,"[82.2951742246235, 27.442667154141073, 82.32134758535497, 27.466016088520355]"
ee704,"[82.50141105251782, 27.37123784363356, 82.5276074787392, 27.394622629066642]"
d93fc,"[82.3740139305106, 27.534327492022577, 82.40022548080303, 27.557690822867592]"
fe050,"[82.24260155123667, 27.373830166274946, 82.26874766390996, 27.397169490321897]"
ea1db,"[76.6004007413334, 25.174688820637144, 76.62610270744511, 25.198075616023175]"
e17b0,"[81.67509572397726, 27.701379971270878, 81.70120716769864, 27.724618220602185]"
6e1d5,"[81.72565183900277, 27.493124267490398, 81.751723224501, 27.516371478965937]"
dff79,"[82.21470631677909, 27.18920839466637, 82.2408021182945, 27.21254198248512]"
1c964,"[82.47400379968418, 27.25599760423976, 82.50016659292288, 27.279376908161726]"
6b923,"[87.81625807588395, 25.666676313357595, 87.84192640180461, 25.68993629718449]"
28015,"[83.09634509268606, 19.389368942790508, 83.12100858183975, 19.412771431958014]"
f2f02,"[87.79090454832973, 25.68993629718449, 87.81657326025139, 25.713192039724355]"
9729e,"[81.52007941731337, 27.863847959029375, 81.54619835083797, 27.887057795322306]"
ffb1b,"[83.87656164219001, 19.424817576113337, 83.90132686423424, 19.44831140431676]"
328e6,"[81.36483556503184, 28.09547149344226, 81.39097854694622, 28.11865231878449]"
740b4,"[87.33155209495318, 25.64554969009492, 87.3571245526107, 25.668726960055878]"
44c4c,"[82.4789252595153, 27.62565794561603, 82.50518026932252, 27.64904031967058]"
578ff,"[87.71299981342918, 25.45918597159353, 87.73860361180752, 25.4824281688165]"
70206,"[81.54447419770231, 27.540206390474587, 81.57051993648594, 27.56342068756227]"
a0597,"[83.5377025669868, 19.56862148757886, 83.56245115619897, 19.592078423772165]"
0276d,"[83.38466811859942, 19.10834045559016, 83.4093207288936, 19.13177322513816]"
88fc4,"[83.72318033511812, 18.98802149976896, 83.7478534271233, 19.011490960289724]"
a3563,"[82.42318103475965, 27.325856641359035, 82.44935098892743, 27.349227475595438]"
0e2b9,"[87.33142450245788, 25.59931530242182, 87.35698697738987, 25.622492595191858]"
58bdd,"[77.26053664775475, 25.165963434368027, 77.28635119280757, 25.18945435814513]"
8958d,"[82.47339520354791, 27.209788625778348, 82.49954659104769, 27.233167547050567]"
de05e,"[76.87585339904055, 24.917183124162204, 76.90154642155275, 24.940611495098672]"
153e5,"[76.2939279885174, 25.0159315514042, 76.3195410543478, 25.03926807160462]"
509e3,"[81.7255004062982, 27.470014649221742, 81.75156619791346, 27.493261803408625]"
2d821,"[83.04332448643464, 19.043119525819503, 83.06792471769556, 19.066511833601147]"
2326f,"[82.36833417373934, 27.07222137710219, 82.3944317482242, 27.09558124602861]"
76a39,"[81.46747935838266, 27.725385790510934, 81.49355379145442, 27.74858594278982]"
b99ca,"[87.7377592069845, 25.34347428403934, 87.763342560343, 25.366720459642472]"
2ce52,"[83.21784652934431, 19.36478936689833, 83.24252112831145, 19.38820597410926]"
60f3c,"[81.51640351908766, 27.07808752691865, 81.54233407905271, 27.101296689102398]"
80d30,"[76.66941567097396, 24.64230957264576, 76.69501334234289, 24.66570335180155]"
7f6dc,"[82.99775974241012, 19.297995285843214, 83.0223958075607, 19.321385009802086]"
76703,"[76.62335512269078, 24.989529927341465, 76.64902034572421, 25.012919047629335]"
d138d,"[81.56874358185375, 27.216547746324284, 81.59471723379386, 27.23976636753227]"
bbb98,"[82.58135232888284, 27.53208481528338, 82.60760425637547, 27.555484614652975]"
07237,"[82.47522536721331, 27.34841460626782, 82.50141105251782, 27.371794676224237]"
6aa48,"[82.24337735570734, 27.44314866377487, 82.26954056314369, 27.46648843851585]"
3d983,"[81.44049143416089, 27.47126094585301, 81.46649937539395, 27.49445624562329]"
72f17,"[87.50948808580723, 25.506303455719028, 87.53506411336902, 25.529511244941393]"
d3089,"[83.38633170154887, 19.223917899038277, 83.41100365614739, 19.2473524117013]"
a322e,"[87.58590833562383, 25.506004705131378, 87.61149860547462, 25.529225475024656]"
98818,"[82.55446217091027, 27.463073865384732, 82.58069167891229, 27.48646850604562]"
29a23,"[76.52278010546377, 25.05995255792588, 76.54844315556143, 25.08332612925759]"
805e9,"[82.16567975002161, 27.44383484090166, 82.1918276771703, 27.467160839137033]"
66469,"[83.75831156990867, 19.634693503722012, 83.78309864636182, 19.658177149586727]"
d5126,"[81.31165525035874, 27.725853661169147, 81.3376974113617, 27.749025001396156]"
c404e,"[82.29816211565648, 27.69682367500356, 82.32439881141568, 27.72017436759298]"
b3916,"[82.26560434055361, 27.119421196249224, 82.29169328112556, 27.142763388938228]"
5cbb8,"[77.28592004979556, 25.165569130307695, 77.31173883983249, 25.189063993428146]"
de71b,"[83.75400202926512, 19.38050758447655, 83.77874493438456, 19.4039867173791]"
c6d1f,"[87.71259191537523, 25.38983694773592, 87.73818063014113, 25.413078974488997]"
1c08c,"[81.54300466039528, 27.23976636753227, 81.56897859356062, 27.262980345845232]"
27435,"[76.82894311342503, 25.17200134220995, 76.85468452876518, 25.195424552115274]"
e139e,"[82.3944317482242, 27.09506888217394, 82.42053991310515, 27.11843341213716]"
8ac1d,"[82.29734335049383, 27.62750921408786, 82.32356269188794, 27.65085942654729]"
167fc,"[83.92034598586336, 19.146772331983136, 83.94506893781981, 19.170266423012723]"
43df5,"[83.09693810207013, 19.435607944888066, 83.12160932742377, 19.45901103426915]"
cf609,"[83.46210212987259, 19.407852592321145, 83.4868141433219, 19.431298424641106]"
6fdd3,"[82.24157146010464, 27.281404399080017, 82.26769487347366, 27.30474312284826]"
5316d,"[76.98240853371135, 25.239327973131385, 77.00819173499335, 25.262776081618302]"
1991a,"[81.33755501014345, 27.702677493641662, 81.36359700180313, 27.725853661169147]"
08740,"[77.13280840914565, 25.121664421430314, 77.1585910879726, 25.14513496325952]"
3d6fa,"[87.66347487784923, 25.713710207059638, 87.68912492206778, 25.736944345374823]"
cf76d,"[87.81657326025139, 25.712906162155004, 87.8422518302834, 25.7361662959308]"
818fd,"[83.5133191558713, 19.568966229114235, 83.53806478795057, 19.592420311926148]"
4e421,"[76.34465944626712, 25.015472709517223, 76.37028139198216, 25.038817407800003]"
ffe05,"[76.79353590984708, 24.47906630077967, 76.81911952388083, 24.502478049296947]"
153c8,"[81.90610406962904, 27.37648294706865, 81.93218377446412, 27.399762434227817]"
41c19,"[83.84700868717744, 19.124820452483586, 83.87171929899297, 19.14830597872584]"
122bc,"[76.874458302817, 24.824754240361887, 76.90013075169945, 24.848181566759155]"
13ecf,"[82.1159800115708, 27.652229361624407, 82.14216908710344, 27.67554729654594]"
9c0d8,"[83.43774137555911, 19.408184481478486, 83.46245044823792, 19.43162747546798]"
47996,"[83.36499074467493, 19.432275782608123, 83.38969488517188, 19.455710579839828]"
ca2ba,"[77.04827867636062, 24.61444964339306, 77.07393452147826, 24.637901870112582]"
af7a5,"[87.73789950844225, 25.366590710793435, 87.76348787716096, 25.38983694773592]"
44f9d,"[83.0232512973661, 19.390206942241075, 83.04790572836448, 19.413600715074782]"
3f90d,"[82.37144123166212, 27.326383662100138, 82.39760116091914, 27.34974543237976]"
92262,"[82.52476432084153, 27.18612204269216, 82.55091991400528, 27.20950974185302]"
9d9bc,"[81.38997973561266, 27.841191641984203, 81.41606604850656, 27.864377390775804]"
e7435,"[82.65805888006678, 27.461859548128416, 82.68430836774306, 27.485272267882678]"
c6caf,"[82.57937509699948, 27.393469471531567, 82.60559225681999, 27.41686800866116]"
78508,"[82.6590979028745, 27.531164155031394, 82.68536485963618, 27.55457754763814]"
114ef,"[76.77782364819907, 25.14952143737574, 76.80355114165467, 25.17293634455963]"
80daf,"[87.61056565813048, 25.344078427884583, 87.6361256316337, 25.367303244259137]"
55d4c,"[76.62033798454908, 24.75842602840725, 76.64595232445986, 24.781812977976678]"
001c1,"[87.89243132681646, 25.61998576133954, 87.91810354240825, 25.643258474933948]"
ef79d,"[81.5441330465747, 27.470875234047384, 81.57016211642642, 27.49408945761043]"
fefa0,"[81.36359700180313, 27.725717197444553, 81.38964994658016, 27.74889816097502]"
2cbfd,"[82.37258124263127, 27.41880393671275, 82.39876404720539, 27.442166400021627]"
c7bdc,"[81.43975977769091, 27.286371445750394, 81.4657237593695, 27.309566699280474]"
a45bf,"[76.56913736513941, 24.712750781250236, 76.59473300178743, 24.73612933882905]"
b4167,"[81.38915819482261, 27.610089732544395, 81.41518870062038, 27.633275519352274]"
85fa8,"[81.41397783716592, 27.309566699280474, 81.43994203674531, 27.332757248483833]"
4d400,"[81.8030592429639, 27.446464264510006, 81.82913506730856, 27.469725387753922]"
98bd0,"[81.64790770381269, 27.493522401128537, 81.67396337209199, 27.51675551450325]"
98f1d,"[82.06230035605708, 27.467789885515568, 82.08843348414648, 27.491097563953637]"
7aff7,"[77.21185746948386, 25.282245057438153, 77.23769006450277, 25.30572968522006]"
34624,"[81.57028124761226, 27.51698738962224, 81.59632670189137, 27.540206390474587]"
9f786,"[81.52018980133202, 27.886957205041384, 81.54631439084183, 27.910167061098786]"
b26a9,"[82.14097096529137, 27.559587638489827, 82.16714228761576, 27.582909694013832]"
d4e7c,"[82.24389610382566, 27.48936060050755, 82.27007074133252, 27.51270067594484]"
fd33a,"[83.51511800047885, 19.684526545315677, 83.5398836136049, 19.707982477702924]"
7ee90,"[83.75052604164516, 19.1725313185171, 83.77523327954434, 19.196006764335195]"
98949,"[81.54401960054082, 27.447764694100563, 81.57004312723826, 27.470978893150882]"
a8211,"[87.7139574437973, 25.62099778524712, 87.73959665184671, 25.644240380241282]"
7223e,"[76.4493919084486, 25.29184044785831, 76.47509301982626, 25.315203684820215]"
f74f8,"[87.6109144378866, 25.413429371703817, 87.63648938834065, 25.43665430429191]"
d6f16,"[83.53518139178063, 19.40683736607624, 83.55990219617708, 19.430291686552252]"
1e12f,"[76.49406097580099, 24.782875091885156, 76.51965874678324, 24.806242260293704]"
b1290,"[82.44965192646839, 27.371794676224237, 82.47583834379722, 27.395170409057606]"
ba2fa,"[83.02353727696395, 19.41332755200797, 83.04819555955527, 19.436721612654246]"
ab45d,"[82.53080257539004, 27.625085382938792, 82.55706771494224, 27.648476901112165]"
2cfd4,"[81.59422702431043, 27.147101926633706, 81.62018943455512, 27.170325108839453]"
638b4,"[83.90463382111841, 19.632369704169264, 83.92943832652843, 19.655870205528064]"
f5584,"[81.46640201783306, 27.471171749143778, 81.49241525106255, 27.494371787087605]"
df951,"[81.46688996852471, 27.586724745925643, 81.49293092102405, 27.609924835950974]"
b81ee,"[76.76893122163806, 24.52558775938497, 76.79452068245432, 24.54899609347076]"
d838c,"[76.49378435747629, 24.759762951773613, 76.51937709546829, 24.78312992541573]"
3f492,"[87.7384624445106, 25.45905568359677, 87.76407093579839, 25.482302165910152]"
85a6a,"[76.37002471019456, 25.015236801266628, 76.39565108664655, 25.038585581474113]"
26c69,"[87.20375892306369, 25.48398229461296, 87.22927250588504, 25.507137776937846]"
1b77e,"[76.71778000152682, 24.479959540560618, 76.74335099829226, 24.503359575994942]"
0757c,"[87.22909734855635, 25.414586403867105, 87.25460098532783, 25.437746357141133]"
ff339,"[82.37172572400927, 27.349488849761627, 82.39789136201571, 27.372850793216017]"
92cbb,"[81.38964994658016, 27.748751807923338, 81.41571385733481, 27.77193757207167]"
289b9,"[81.44235138346532, 27.933463072983248, 81.46847106482865, 27.95665848571632]"
195f2,"[82.29652750403072, 27.55819403707727, 82.3227295520359, 27.581543769873093]"
26519,"[76.65181425359637, 25.220340147959778, 76.67753539098314, 25.24373551363522]"
2b5d5,"[82.34334975518975, 27.141793626283107, 82.36945928160381, 27.165149510544556]"
1e0ac,"[81.62044519376379, 27.216318817387737, 81.6464292191829, 27.239546759037964]"
bb24e,"[83.89442381958818, 19.054736428869518, 83.91912817677863, 19.07822607752938]"
925d3,"[83.0931137313689, 19.135049928967288, 83.11773504118602, 19.15844911931007]"
b2361,"[77.26439293273476, 25.373865615674735, 77.29025549674078, 25.397359495375863]"
83398,"[83.43636677095047, 19.3157280621088, 83.46106015492285, 19.339169627559386]"
0a729,"[87.56086529081658, 25.598575317837987, 87.58647092471861, 25.621791883951367]"
a7526,"[81.64845016519477, 27.585961660592613, 81.67452819954092, 27.609194947033647]"
bd26a,"[83.79721971146266, 19.056249346787055, 83.82191292175918, 19.079728180564356]"
e4409,"[87.68740574223204, 25.43619544603443, 87.71299981342918, 25.45943330118038]"
3d2a6,"[81.36298649514201, 27.540832605101492, 81.38899505656843, 27.564013636361032]"
f410b,"[87.89225970404297, 25.59687105185364, 87.9179268017083, 25.62014367692882]"
e4fcb,"[82.49892807094166, 27.18640540869939, 82.52507871821362, 27.209788625778348]"
2c032,"[81.13049554204233, 28.257703667469954, 81.15662836813884, 28.28083999077851]"
ac198,"[87.38233857068883, 25.57606480282058, 87.40790568509125, 25.599250857826064]"
0593f,"[87.4844791824183, 25.621978736990005, 87.51007550887613, 25.645182269861078]"
bdfad,"[76.77682082483594, 25.080198203299737, 76.80253275847797, 25.103612377931093]"
bb79d,"[82.39586721940742, 27.21059670267184, 82.42200369083508, 27.233962119327433]"
80cdc,"[76.5711745632614, 24.874529400008917, 76.5968055900668, 24.897909414037503]"
110b2,"[81.28665742406358, 28.09567196819074, 81.31278390912303, 28.118838123722927]"
15b7b,"[87.86676892013475, 25.597028804739548, 87.89243132681646, 25.62029714583025]"
4e6d5,"[83.75167972244313, 19.241857333738217, 83.77639880231207, 19.265334008062407]"
dc19d,"[76.32152957370062, 25.22371964857933, 76.34719285511788, 25.247061738943415]"
3d3cd,"[83.02126085896445, 19.228360917089326, 83.04588847349082, 19.25175267607817]"
b3d00,"[82.14049371095221, 27.513374396371592, 82.16665361234374, 27.536696188047458]"
583c4,"[81.44076761159143, 27.54059323822512, 81.46679214560046, 27.563788555170866]"
a02c6,"[83.46384869720096, 19.52341952755965, 83.48858046201498, 19.546867166971417]"
0724d,"[87.96854467156803, 25.573256873738803, 87.99422067583457, 25.596542220342897]"
ffdbf,"[81.28604702915686, 27.864575932292993, 81.3121172367429, 27.88774231705505]"
8c459,"[81.41650864564413, 27.97976778238739, 81.44263420733142, 28.002958359432373]"
b938c,"[76.81978568580136, 24.54808730590353, 76.84538860485108, 24.571503703376706]"
ba00d,"[82.27140172876244, 27.627754287108644, 82.29761594752603, 27.651099885151535]"
b8ae7,"[82.3188807294459, 27.257573998211672, 82.34501355752192, 27.28092619319108]"
dda9d,"[76.32177952340199, 25.246832093169203, 76.34744792149803, 25.27017434802027]"
2db21,"[83.89643666252005, 19.170266423012723, 83.92116078673324, 19.193758239026664]"
42989,"[81.62448853263369, 27.932723164434133, 81.65064601400795, 27.955952302357193]"
c3052,"[81.6998834994627, 27.516371478965937, 81.72595524670618, 27.53961404854968]"
a7d2d,"[81.23448808041756, 28.072671510760074, 81.26059788954205, 28.095827894756276]"
7dbd2,"[82.6082781263943, 27.601088452158383, 82.63455256440896, 27.624493433515266]"
8fcb8,"[82.06207891499899, 27.444682371858992, 82.08820637467599, 27.467989932441302]"
ead3b,"[81.93237776023362, 27.422524966240115, 81.95847385469828, 27.445809274705784]"
45f02,"[83.80112468545215, 19.28732742265132, 83.82585738089253, 19.31081043136253]"
77ee0,"[82.47553167249916, 27.37151865755843, 82.5017230976456, 27.39489891917773]"
8cb55,"[82.2408021182945, 27.212084247420165, 82.2669085772546, 27.23542252145818]"
ac486,"[81.72519808237543, 27.42379518007984, 81.75125270605734, 27.447042219721265]"
a7019,"[81.5969524044412, 27.655533247070494, 81.6230366830655, 27.678757174720527]"
67f81,"[81.46591696916691, 27.35561682516122, 81.4919026470635, 27.378816810825064]"
516f8,"[83.85019591601247, 19.309674021821294, 83.8749382715718, 19.333162953543223]"
b8afb,"[76.9226069295929, 24.662353415107034, 76.94825204380027, 24.685786742378472]"
e3ad4,"[81.13052370114117, 28.28081255432777, 81.15666219893399, 28.303948825784936]"
3ab12,"[81.49251813933866, 27.517298977274603, 81.51854773869398, 27.540503778825414]"
83a33,"[82.44905041066741, 27.325585951347183, 82.47522536721331, 27.348961310124896]"
